rep,bench,arm,ns_per_op,err,probe_off,probe_on
5,ConnectBlockAllEcdsa,baseline2,26729396.00,0.2,0.2217,0.8700
5,SignTransactionECDSA,baseline2,54023.49,0.1,0.2217,0.8700
5,SignTransactionSchnorr,baseline2,42237.65,0.1,0.2217,0.8700
5,TxGraphTrim,baseline2,9573792.00,0.0,0.2217,0.8700
5,WalletAvailableCoins,baseline2,26064208.50,0.2,0.2217,0.8700
5,WalletCreateTxUseOnlyPresetInputs,baseline2,550410.59,0.1,0.2217,0.8700
5,WalletCreateTxUsePresetInputsAndCoinSelection,baseline2,15761736.33,0.9,0.2217,0.8700
6,CoinSelection,null,3150112.50,0.3,0.2223,0.8700
6,ComplexMemPool,null,34708042.00,1.1,0.2223,0.8700
6,ConnectBlockAllEcdsa,null,26915479.50,0.8,0.2223,0.8700
6,SignTransactionECDSA,null,55486.17,0.1,0.2223,0.8700
6,SignTransactionSchnorr,null,42279.19,0.0,0.2223,0.8700
6,TxGraphTrim,null,9647292.00,0.0,0.2223,0.8700
6,WalletAvailableCoins,null,26293417.00,0.1,0.2223,0.8700
6,WalletCreateTxUseOnlyPresetInputs,null,594598.44,0.1,0.2223,0.8700
6,WalletCreateTxUsePresetInputsAndCoinSelection,null,15599208.33,0.8,0.2223,0.8700
6,CoinSelection,always,3570033.30,0.4,0.2223,0.8700
6,ComplexMemPool,always,35494458.00,0.5,0.2223,0.8700
6,ConnectBlockAllEcdsa,always,26918083.50,0.7,0.2223,0.8700
6,SignTransactionECDSA,always,58252.39,0.0,0.2223,0.8700
6,SignTransactionSchnorr,always,43098.91,0.1,0.2223,0.8700
6,TxGraphTrim,always,10269125.00,0.0,0.2223,0.8700
6,WalletAvailableCoins,always,26781687.50,0.0,0.2223,0.8700
6,WalletCreateTxUseOnlyPresetInputs,always,527050.83,0.1,0.2223,0.8700
6,WalletCreateTxUsePresetInputsAndCoinSelection,always,16137805.67,0.4,0.2223,0.8700
6,CoinSelection,pass_hoist,3176300.00,0.1,0.2223,0.8700
6,ComplexMemPool,pass_hoist,34943833.00,1.6,0.2223,0.8700
6,ConnectBlockAllEcdsa,pass_hoist,40638791.00,0.5,0.2223,0.8700
