rep,bench,arm,ns_per_op,err,probe_off,probe_on
2,WalletCreateTxUsePresetInputsAndCoinSelection,null,15590958.33,0.6,0.2185,0.8698
2,CoinSelection,always,3586595.80,0.2,0.2185,0.8698
2,ComplexMemPool,always,36067916.00,1.5,0.2185,0.8698
2,ConnectBlockAllEcdsa,always,26802583.50,0.5,0.2185,0.8698
2,SignTransactionECDSA,always,60713.32,0.1,0.2185,0.8698
2,SignTransactionSchnorr,always,43107.69,0.1,0.2185,0.8698
2,TxGraphTrim,always,10072084.00,0.0,0.2185,0.8698
2,WalletAvailableCoins,always,26528770.50,0.1,0.2185,0.8698
2,WalletCreateTxUseOnlyPresetInputs,always,548812.05,0.1,0.2185,0.8698
2,WalletCreateTxUsePresetInputsAndCoinSelection,always,15932000.00,0.4,0.2185,0.8698
3,CoinSelection,pass_gated,3152658.30,0.6,0.2262,0.8683
3,ComplexMemPool,pass_gated,34598042.00,0.9,0.2262,0.8683
3,ConnectBlockAllEcdsa,pass_gated,26873375.00,0.1,0.2262,0.8683
3,SignTransactionECDSA,pass_gated,58698.58,0.0,0.2262,0.8683
3,SignTransactionSchnorr,pass_gated,44125.88,0.0,0.2262,0.8683
3,TxGraphTrim,pass_gated,9410917.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,pass_gated,26097146.00,0.2,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,pass_gated,703456.64,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,pass_gated,15666583.33,0.5,0.2262,0.8683
3,CoinSelection,pass_fa,3172062.50,0.1,0.2262,0.8683
3,ComplexMemPool,pass_fa,34515917.00,1.6,0.2262,0.8683
3,ConnectBlockAllEcdsa,pass_fa,39707917.00,0.6,0.2262,0.8683
3,SignTransactionECDSA,pass_fa,73688.02,0.2,0.2262,0.8683
3,SignTransactionSchnorr,pass_fa,59735.70,0.3,0.2262,0.8683
3,TxGraphTrim,pass_fa,9512291.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,pass_fa,34234208.00,0.2,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,pass_fa,733088.39,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fa,15843708.33,0.3,0.2262,0.8683
3,CoinSelection,pass_fagate,3180029.10,0.1,0.2262,0.8683
3,ComplexMemPool,pass_fagate,34427041.00,1.2,0.2262,0.8683
3,ConnectBlockAllEcdsa,pass_fagate,38789916.00,0.3,0.2262,0.8683
3,SignTransactionECDSA,pass_fagate,76726.13,0.2,0.2262,0.8683
3,SignTransactionSchnorr,pass_fagate,60722.69,0.1,0.2262,0.8683
3,TxGraphTrim,pass_fagate,9361583.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,pass_fagate,32569500.00,0.2,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,pass_fagate,735627.32,0.0,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fagate,15958902.67,0.6,0.2262,0.8683
3,CoinSelection,baseline2,3209941.70,0.5,0.2262,0.8683
3,ComplexMemPool,baseline2,35078958.00,1.8,0.2262,0.8683
3,ConnectBlockAllEcdsa,baseline2,26816645.50,0.5,0.2262,0.8683
3,SignTransactionECDSA,baseline2,54734.42,0.0,0.2262,0.8683
3,SignTransactionSchnorr,baseline2,42310.70,0.1,0.2262,0.8683
3,TxGraphTrim,baseline2,9358833.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,baseline2,25090625.00,0.0,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,baseline2,572505.02,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,baseline2,15586319.67,1.2,0.2262,0.8683
3,CoinSelection,baseline,3109462.50,0.2,0.2262,0.8683
3,ComplexMemPool,baseline,35261042.00,3.4,0.2262,0.8683
3,ConnectBlockAllEcdsa,baseline,26754083.50,0.2,0.2262,0.8683
3,SignTransactionECDSA,baseline,53365.20,0.1,0.2262,0.8683
3,SignTransactionSchnorr,baseline,42270.09,0.1,0.2262,0.8683
3,TxGraphTrim,baseline,9408792.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,baseline,25958396.00,0.1,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,baseline,516211.25,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,baseline,15585708.33,0.7,0.2262,0.8683
3,CoinSelection,null,3186895.90,0.3,0.2262,0.8683
3,ComplexMemPool,null,34425875.00,0.9,0.2262,0.8683
3,ConnectBlockAllEcdsa,null,26695541.50,0.2,0.2262,0.8683
3,SignTransactionECDSA,null,56891.93,0.1,0.2262,0.8683
3,SignTransactionSchnorr,null,42243.49,0.1,0.2262,0.8683
3,TxGraphTrim,null,9463250.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,null,26007979.00,0.1,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,null,505929.89,0.0,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,null,15432708.33,0.6,0.2262,0.8683
3,CoinSelection,always,3606270.80,0.1,0.2262,0.8683
3,ComplexMemPool,always,36472959.00,1.4,0.2262,0.8683
3,ConnectBlockAllEcdsa,always,26964437.50,0.4,0.2262,0.8683
3,SignTransactionECDSA,always,61630.55,0.1,0.2262,0.8683
3,SignTransactionSchnorr,always,43250.26,0.2,0.2262,0.8683
3,TxGraphTrim,always,10066666.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,always,26499645.50,0.1,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,always,630849.40,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,always,16207375.00,0.6,0.2262,0.8683
3,CoinSelection,pass_hoist,3137262.50,0.1,0.2262,0.8683
3,ComplexMemPool,pass_hoist,35042916.00,1.2,0.2262,0.8683
3,ConnectBlockAllEcdsa,pass_hoist,40509167.00,0.6,0.2262,0.8683
3,SignTransactionECDSA,pass_hoist,85560.72,0.1,0.2262,0.8683
3,SignTransactionSchnorr,pass_hoist,61816.63,0.1,0.2262,0.8683
3,TxGraphTrim,pass_hoist,9563416.00,0.0,0.2262,0.8683
3,WalletAvailableCoins,pass_hoist,35374291.00,0.3,0.2262,0.8683
3,WalletCreateTxUseOnlyPresetInputs,pass_hoist,689069.25,0.1,0.2262,0.8683
3,WalletCreateTxUsePresetInputsAndCoinSelection,pass_hoist,16040861.00,0.5,0.2262,0.8683
4,CoinSelection,pass_fa,3117525.00,0.2,0.2177,0.8690
4,ComplexMemPool,pass_fa,34040833.00,1.3,0.2177,0.8690
4,ConnectBlockAllEcdsa,pass_fa,39516458.00,0.3,0.2177,0.8690
4,SignTransactionECDSA,pass_fa,83870.44,0.3,0.2177,0.8690
4,SignTransactionSchnorr,pass_fa,59373.57,0.2,0.2177,0.8690
4,TxGraphTrim,pass_fa,9316292.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,pass_fa,34023500.00,0.2,0.2177,0.8690
4,WalletCreateTxUseOnlyPresetInputs,pass_fa,673396.63,0.1,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fa,16244653.00,0.7,0.2177,0.8690
4,CoinSelection,pass_fagate,3175766.70,0.4,0.2177,0.8690
4,ComplexMemPool,pass_fagate,34407500.00,1.3,0.2177,0.8690
4,ConnectBlockAllEcdsa,pass_fagate,38992917.00,0.5,0.2177,0.8690
4,SignTransactionECDSA,pass_fagate,77691.62,0.2,0.2177,0.8690
4,SignTransactionSchnorr,pass_fagate,60770.39,0.1,0.2177,0.8690
4,TxGraphTrim,pass_fagate,9360333.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,pass_fagate,32947167.00,0.2,0.2177,0.8690
4,WalletCreateTxUseOnlyPresetInputs,pass_fagate,726271.48,0.1,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,pass_fagate,16123958.33,1.2,0.2177,0.8690
4,CoinSelection,baseline2,3164933.40,0.5,0.2177,0.8690
4,ComplexMemPool,baseline2,34466375.00,1.1,0.2177,0.8690
4,ConnectBlockAllEcdsa,baseline2,26872062.50,0.5,0.2177,0.8690
4,SignTransactionECDSA,baseline2,57878.51,0.0,0.2177,0.8690
4,SignTransactionSchnorr,baseline2,42260.59,0.1,0.2177,0.8690
4,TxGraphTrim,baseline2,9603666.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,baseline2,26292166.50,0.1,0.2177,0.8690
4,WalletCreateTxUseOnlyPresetInputs,baseline2,531500.00,0.2,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,baseline2,16024555.67,1.5,0.2177,0.8690
4,CoinSelection,baseline,3159191.60,0.4,0.2177,0.8690
4,ComplexMemPool,baseline,35227750.00,1.6,0.2177,0.8690
4,ConnectBlockAllEcdsa,baseline,26758416.50,0.2,0.2177,0.8690
4,SignTransactionECDSA,baseline,55169.84,0.0,0.2177,0.8690
4,SignTransactionSchnorr,baseline,42297.63,0.1,0.2177,0.8690
4,TxGraphTrim,baseline,9177333.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,baseline,26145041.50,0.1,0.2177,0.8690
4,WalletCreateTxUseOnlyPresetInputs,baseline,518075.83,0.1,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,baseline,15582958.33,0.5,0.2177,0.8690
4,CoinSelection,null,3186800.00,0.2,0.2177,0.8690
4,ComplexMemPool,null,35013417.00,3.2,0.2177,0.8690
4,ConnectBlockAllEcdsa,null,26810291.50,0.4,0.2177,0.8690
4,SignTransactionECDSA,null,55443.05,0.1,0.2177,0.8690
4,SignTransactionSchnorr,null,42370.00,0.1,0.2177,0.8690
4,TxGraphTrim,null,9391500.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,null,25473145.50,0.1,0.2177,0.8690
