rep,inputs,arm,ns_per_op,err,probe_off,probe_on
16,25,always,18670641.70,0.3,0.2192,0.8701
16,25,pass,18382719.73,0.3,0.2192,0.8701
16,25,passnop,18038659.75,0.3,0.2192,0.8701
16,25,baseline2,18162241.70,0.3,0.2192,0.8701
16,25,pub_base,14733022.46,0.4,0.2192,0.8701
16,25,pub_always,15372906.25,0.3,0.2192,0.8701
16,25,baseline,18349462.09,0.5,0.2192,0.8701
16,50,null,21314691.70,0.2,0.2192,0.8701
16,50,always,22486953.12,0.4,0.2192,0.8701
16,50,pass,21557092.56,0.3,0.2192,0.8701
16,50,passnop,21396430.56,0.2,0.2192,0.8701
16,50,baseline2,21115467.56,0.6,0.2192,0.8701
16,50,pub_base,14805839.69,0.4,0.2192,0.8701
16,50,pub_always,16311427.08,0.5,0.2192,0.8701
16,50,baseline,21056277.78,0.2,0.2192,0.8701
16,100,null,27004453.12,0.2,0.2192,0.8701
16,100,always,28927827.43,0.6,0.2192,0.8701
16,100,pass,28192898.86,0.3,0.2192,0.8701
16,100,passnop,27258010.50,0.8,0.2192,0.8701
16,100,baseline2,27002932.25,0.7,0.2192,0.8701
16,100,pub_base,15463349.38,0.7,0.2192,0.8701
16,100,pub_always,15704548.67,0.6,0.2192,0.8701
16,100,baseline,27192267.86,0.6,0.2192,0.8701
16,200,null,39232750.00,0.5,0.2192,0.8701
16,200,always,41801800.00,0.5,0.2192,0.8701
16,200,pass,40641766.60,0.8,0.2192,0.8701
16,200,passnop,39929908.40,0.5,0.2192,0.8701
16,200,baseline2,39263300.00,0.2,0.2192,0.8701
16,200,pub_base,15335947.92,0.2,0.2192,0.8701
16,200,pub_always,15767985.07,1.0,0.2192,0.8701
16,200,baseline,38940173.67,0.6,0.2192,0.8701
16,400,null,63133833.33,0.6,0.2192,0.8701
16,400,always,66537777.67,0.8,0.2192,0.8701
16,400,pass,67053972.00,0.2,0.2192,0.8701
16,400,passnop,63483569.33,0.6,0.2192,0.8701
16,400,baseline2,63117944.67,0.2,0.2192,0.8701
16,400,pub_base,15692637.85,0.3,0.2192,0.8701
16,400,pub_always,16511003.15,0.5,0.2192,0.8701
16,400,baseline,63402208.33,0.5,0.2192,0.8701
17,1,always,15523903.85,0.3,0.2172,0.8700
17,1,pass,15208020.83,0.4,0.2172,0.8700
17,1,passnop,15532489.58,0.7,0.2172,0.8700
17,1,baseline2,15542572.92,0.4,0.2172,0.8700
17,1,pub_base,14627892.42,0.4,0.2172,0.8700
17,1,pub_always,15612285.23,0.5,0.2172,0.8700
17,1,baseline,15083211.83,0.3,0.2172,0.8700
17,1,null,15265122.00,0.4,0.2172,0.8700
17,4,always,16193852.54,0.8,0.2172,0.8700
17,4,pass,15499086.54,0.6,0.2172,0.8700
17,4,passnop,15742156.25,1.1,0.2172,0.8700
17,4,baseline2,15632961.75,0.4,0.2172,0.8700
17,4,pub_base,14387905.60,0.2,0.2172,0.8700
17,4,pub_always,15365951.42,0.5,0.2172,0.8700
17,4,baseline,15964493.08,0.2,0.2172,0.8700
17,4,null,15712301.23,0.6,0.2172,0.8700
17,10,always,17339086.83,1.0,0.2172,0.8700
17,10,pass,16457673.08,0.4,0.2172,0.8700
17,10,passnop,16349583.31,0.3,0.2172,0.8700
17,10,baseline2,16442972.17,0.3,0.2172,0.8700
17,10,pub_base,15264104.17,0.4,0.2172,0.8700
17,10,pub_always,15894467.92,0.7,0.2172,0.8700
17,10,baseline,16362349.38,0.4,0.2172,0.8700
17,10,null,16700413.46,0.4,0.2172,0.8700
17,25,always,18785408.30,0.6,0.2172,0.8700
17,25,pass,18386308.30,0.4,0.2172,0.8700
17,25,passnop,18201617.45,0.5,0.2172,0.8700
17,25,baseline2,18468912.91,0.2,0.2172,0.8700
17,25,pub_base,15207381.38,0.4,0.2172,0.8700
17,25,pub_always,15560386.93,0.7,0.2172,0.8700
17,25,baseline,18630700.00,0.4,0.2172,0.8700
17,25,null,18203693.18,0.3,0.2172,0.8700
17,50,always,22448937.50,0.8,0.2172,0.8700
17,50,pass,22004066.70,0.3,0.2172,0.8700
17,50,passnop,21186143.56,0.1,0.2172,0.8700
17,50,baseline2,21069150.00,0.4,0.2172,0.8700
17,50,pub_base,15039973.21,0.5,0.2172,0.8700
17,50,pub_always,15493017.42,0.4,0.2172,0.8700
17,50,baseline,21287879.20,0.6,0.2172,0.8700
17,50,null,21298716.70,0.4,0.2172,0.8700
17,100,always,28727118.00,0.8,0.2172,0.8700
17,100,pass,28186113.00,0.2,0.2172,0.8700
17,100,passnop,27552354.12,0.2,0.2172,0.8700
17,100,baseline2,27497750.00,0.3,0.2172,0.8700
17,100,pub_base,15478993.54,1.4,0.2172,0.8700
17,100,pub_always,15661493.00,0.3,0.2172,0.8700
17,100,baseline,27388476.14,0.2,0.2172,0.8700
17,100,null,27331208.29,0.8,0.2172,0.8700
17,200,always,40771133.20,0.5,0.2172,0.8700
17,200,pass,41591758.40,0.4,0.2172,0.8700
17,200,passnop,38971433.40,0.3,0.2172,0.8700
17,200,baseline2,39110016.60,0.5,0.2172,0.8700
17,200,pub_base,15025023.86,0.3,0.2172,0.8700
17,200,pub_always,15984443.43,0.3,0.2172,0.8700
17,200,baseline,38825175.00,0.2,0.2172,0.8700
17,200,null,39131533.40,0.5,0.2172,0.8700
17,400,always,65308500.00,0.3,0.2172,0.8700
17,400,pass,67943083.33,0.7,0.2172,0.8700
17,400,passnop,62547819.67,0.2,0.2172,0.8700
17,400,baseline2,62081166.67,0.3,0.2172,0.8700
17,400,pub_base,15765701.92,0.3,0.2172,0.8700
17,400,pub_always,16004034.75,0.1,0.2172,0.8700
17,400,baseline,63401861.00,0.6,0.2172,0.8700
17,400,null,63160125.00,0.2,0.2172,0.8700
18,1,pass,15271910.71,0.5,0.2191,0.8694
18,1,passnop,15210618.00,0.2,0.2191,0.8694
18,1,baseline2,15114721.15,0.4,0.2191,0.8694
18,1,pub_base,14387769.23,0.4,0.2191,0.8694
18,1,pub_always,14987860.07,0.4,0.2191,0.8694
18,1,baseline,15074836.54,0.4,0.2191,0.8694
18,1,null,15197806.57,0.3,0.2191,0.8694
18,1,always,15862359.00,0.5,0.2191,0.8694
18,4,pass,15763701.92,0.2,0.2191,0.8694
18,4,passnop,15941278.85,0.6,0.2191,0.8694
18,4,baseline2,15831763.92,1.0,0.2191,0.8694
18,4,pub_base,14994107.67,0.5,0.2191,0.8694
18,4,pub_always,14944227.62,0.4,0.2191,0.8694
18,4,baseline,15433471.15,0.3,0.2191,0.8694
18,4,null,15202940.50,0.2,0.2191,0.8694
18,4,always,16374767.33,0.2,0.2191,0.8694
18,10,pass,17123852.27,0.4,0.2191,0.8694
18,10,passnop,16263947.92,0.7,0.2191,0.8694
18,10,baseline2,16370166.67,0.3,0.2191,0.8694
18,10,pub_base,14832598.21,0.4,0.2191,0.8694
18,10,pub_always,15830961.54,1.7,0.2191,0.8694
18,10,baseline,16868613.64,0.4,0.2191,0.8694
18,10,null,16120548.08,0.6,0.2191,0.8694
18,10,always,17718236.17,0.7,0.2191,0.8694
18,25,pass,18550312.50,0.7,0.2191,0.8694
18,25,passnop,18412378.73,0.2,0.2191,0.8694
18,25,baseline2,18214716.60,0.2,0.2191,0.8694
18,25,pub_base,15267541.67,0.6,0.2191,0.8694
18,25,pub_always,15720522.46,0.5,0.2191,0.8694
18,25,baseline,18369367.45,0.3,0.2191,0.8694
18,25,null,18319333.30,0.3,0.2191,0.8694
18,25,always,18901587.18,0.3,0.2191,0.8694
18,50,pass,21750700.00,0.4,0.2191,0.8694
18,50,passnop,21051375.00,0.2,0.2191,0.8694
18,50,baseline2,21147541.67,0.4,0.2191,0.8694
18,50,pub_base,14578270.86,0.4,0.2191,0.8694
18,50,pub_always,15642307.69,0.7,0.2191,0.8694
18,50,baseline,21079412.50,0.4,0.2191,0.8694
18,50,null,21099462.50,0.4,0.2191,0.8694
18,50,always,21764713.50,0.6,0.2191,0.8694
18,100,pass,28406744.14,0.5,0.2191,0.8694
18,100,passnop,27517220.29,0.4,0.2191,0.8694
18,100,baseline2,27140833.29,0.4,0.2191,0.8694
18,100,pub_base,15642041.69,0.2,0.2191,0.8694
18,100,pub_always,15566215.25,0.2,0.2191,0.8694
18,100,baseline,26954927.12,0.3,0.2191,0.8694
18,100,null,27164432.25,0.5,0.2191,0.8694
18,100,always,29232881.00,0.3,0.2191,0.8694
18,200,pass,41349375.00,0.6,0.2191,0.8694
18,200,passnop,39210475.00,0.3,0.2191,0.8694
18,200,baseline2,39107133.20,0.4,0.2191,0.8694
18,200,pub_base,15130409.67,0.7,0.2191,0.8694
18,200,pub_always,15552887.77,0.5,0.2191,0.8694
18,200,baseline,38819008.20,0.2,0.2191,0.8694
18,200,null,38942991.80,0.4,0.2191,0.8694
18,200,always,40493025.00,0.2,0.2191,0.8694
18,400,pass,66738222.00,0.4,0.2191,0.8694
18,400,passnop,62826736.33,0.6,0.2191,0.8694
18,400,baseline2,63819333.33,0.5,0.2191,0.8694
18,400,pub_base,16109022.38,0.5,0.2191,0.8694
18,400,pub_always,16653492.36,0.5,0.2191,0.8694
18,400,baseline,64215541.67,0.4,0.2191,0.8694
18,400,null,63873458.33,1.2,0.2191,0.8694
18,400,always,65513555.33,0.4,0.2191,0.8694
19,1,passnop,15105964.29,0.2,0.2182,0.8716
19,1,baseline2,15175118.62,0.9,0.2182,0.8716
19,1,pub_base,14468096.15,0.3,0.2182,0.8716
19,1,pub_always,14939157.08,0.5,0.2182,0.8716
19,1,baseline,15219133.93,0.7,0.2182,0.8716
19,1,null,15133187.50,0.2,0.2182,0.8716
19,1,always,15567239.58,0.3,0.2182,0.8716
19,1,pass,15112961.54,0.3,0.2182,0.8716
19,4,passnop,15597224.31,0.7,0.2182,0.8716
19,4,baseline2,15817781.25,2.2,0.2182,0.8716
19,4,pub_base,14438812.50,0.3,0.2182,0.8716
19,4,pub_always,15073016.00,0.6,0.2182,0.8716
19,4,baseline,15441871.77,0.5,0.2182,0.8716
19,4,null,15582753.23,0.5,0.2182,0.8716
19,4,always,15952327.36,0.4,0.2182,0.8716
19,4,pass,15735942.31,0.5,0.2182,0.8716
19,10,passnop,16343971.15,0.3,0.2182,0.8716
19,10,baseline2,16398920.45,1.0,0.2182,0.8716
19,10,pub_base,14677134.62,0.5,0.2182,0.8716
19,10,pub_always,14981916.62,0.4,0.2182,0.8716
19,10,baseline,16254298.58,0.6,0.2182,0.8716
19,10,null,16183884.62,0.3,0.2182,0.8716
19,10,always,16731268.91,0.5,0.2182,0.8716
19,10,pass,16374115.38,0.2,0.2182,0.8716
19,25,passnop,18358487.50,0.3,0.2182,0.8716
19,25,baseline2,18218041.67,0.6,0.2182,0.8716
19,25,pub_base,14470403.85,0.1,0.2182,0.8716
19,25,pub_always,15145008.93,1.4,0.2182,0.8716
19,25,baseline,18036621.18,0.5,0.2182,0.8716
19,25,null,18076121.50,0.3,0.2182,0.8716
19,25,always,19300791.60,0.7,0.2182,0.8716
19,25,pass,18509741.70,0.4,0.2182,0.8716
19,50,passnop,21357708.30,0.9,0.2182,0.8716
19,50,baseline2,21170833.33,0.3,0.2182,0.8716
19,50,pub_base,15028985.14,0.5,0.2182,0.8716
19,50,pub_always,15461681.57,0.3,0.2182,0.8716
19,50,baseline,21212828.78,0.3,0.2182,0.8716
19,50,null,21384320.80,0.2,0.2182,0.8716
19,50,always,22317282.33,1.3,0.2182,0.8716
19,50,pass,21655555.56,0.4,0.2182,0.8716
19,100,passnop,27328526.12,0.3,0.2182,0.8716
19,100,baseline2,27264863.14,0.5,0.2182,0.8716
19,100,pub_base,15555836.29,0.3,0.2182,0.8716
19,100,pub_always,15266273.79,0.3,0.2182,0.8716
19,100,baseline,27070761.86,0.2,0.2182,0.8716
19,100,null,27456910.71,0.7,0.2182,0.8716
19,100,always,28285315.43,0.6,0.2182,0.8716
19,100,pass,28511767.86,0.7,0.2182,0.8716
19,200,passnop,39098650.00,0.6,0.2182,0.8716
19,200,baseline2,39327125.00,0.6,0.2182,0.8716
19,200,pub_base,15152184.00,0.4,0.2182,0.8716
19,200,pub_always,15858788.17,0.4,0.2182,0.8716
19,200,baseline,40090258.40,0.5,0.2182,0.8716
19,200,null,39224516.60,0.5,0.2182,0.8716
19,200,always,41838841.80,0.6,0.2182,0.8716
19,200,pass,41204533.40,0.5,0.2182,0.8716
19,400,passnop,62717430.33,0.4,0.2182,0.8716
19,400,baseline2,63141583.33,0.3,0.2182,0.8716
19,400,pub_base,15913259.62,0.4,0.2182,0.8716
19,400,pub_always,16162759.62,0.8,0.2182,0.8716
19,400,baseline,63741305.33,0.4,0.2182,0.8716
19,400,null,62564722.00,0.5,0.2182,0.8716
19,400,always,65668278.00,0.5,0.2182,0.8716
19,400,pass,67187041.67,0.7,0.2182,0.8716
