rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
23,oracle,3.249821,0.308853,9.5037,10527241102943389473,0.2254,0.8749
23,pass_hoist,3.518959,0.421339,11.9734,10527241102943389473,0.2254,0.8749
23,pass_clone,3.346024,0.317919,9.5014,10527241102943389473,0.2254,0.8749
23,pass_gated,3.464998,0.355175,10.2504,10527241102943389473,0.2254,0.8749
23,pass_clonegated,3.343615,0.315401,9.4329,10527241102943389473,0.2254,0.8749
24,baseline,3.161018,0.288926,9.1403,10527241102943389473,0.2269,0.8702
24,null,3.177506,0.289608,9.1143,10527241102943389473,0.2269,0.8702
24,always,3.248171,0.308482,9.4971,10527241102943389473,0.2269,0.8702
24,oracle,3.205993,0.308066,9.6091,10527241102943389473,0.2269,0.8702
24,pass_hoist,3.524577,0.421463,11.9578,10527241102943389473,0.2269,0.8702
24,pass_clone,3.340954,0.317910,9.5156,10527241102943389473,0.2269,0.8702
24,pass_gated,3.462210,0.355487,10.2676,10527241102943389473,0.2269,0.8702
24,pass_clonegated,3.337275,0.315288,9.4475,10527241102943389473,0.2269,0.8702
24,baseline2,3.168544,0.289273,9.1295,10527241102943389473,0.2269,0.8702
25,null,3.176973,0.289327,9.1070,10527241102943389473,0.2315,0.8705
25,always,3.229997,0.308850,9.5619,10527241102943389473,0.2315,0.8705
25,oracle,3.209464,0.308132,9.6007,10527241102943389473,0.2315,0.8705
25,pass_hoist,3.534248,0.421814,11.9350,10527241102943389473,0.2315,0.8705
25,pass_clone,3.336857,0.317656,9.5196,10527241102943389473,0.2315,0.8705
25,pass_gated,3.444488,0.355118,10.3098,10527241102943389473,0.2315,0.8705
25,pass_clonegated,3.327603,0.314684,9.4568,10527241102943389473,0.2315,0.8705
25,baseline2,3.173808,0.290297,9.1466,10527241102943389473,0.2315,0.8705
25,baseline,3.182573,0.289887,9.1086,10527241102943389473,0.2315,0.8705
26,always,3.259034,0.308782,9.4747,10527241102943389473,0.2275,0.8709
26,oracle,3.230295,0.307627,9.5232,10527241102943389473,0.2275,0.8709
26,pass_hoist,3.529792,0.420691,11.9183,10527241102943389473,0.2275,0.8709
26,pass_clone,3.330125,0.318215,9.5556,10527241102943389473,0.2275,0.8709
26,pass_gated,3.455907,0.355735,10.2935,10527241102943389473,0.2275,0.8709
26,pass_clonegated,3.332442,0.315369,9.4636,10527241102943389473,0.2275,0.8709
26,baseline2,3.183857,0.289321,9.0871,10527241102943389473,0.2275,0.8709
26,baseline,3.208000,0.289514,9.0248,10527241102943389473,0.2275,0.8709
26,null,3.164949,0.289560,9.1490,10527241102943389473,0.2275,0.8709
27,oracle,3.209733,0.308420,9.6089,10527241102943389473,0.2236,0.8697
27,pass_hoist,3.510112,0.420542,11.9809,10527241102943389473,0.2236,0.8697
27,pass_clone,3.335705,0.317451,9.5168,10527241102943389473,0.2236,0.8697
