benchmark,arm,archive,rep,mean_ticks,n,dit_exit,cycle_src,timer_src,tot_cyc,tot_ins,map_stall,flush,reg_cyc,reg_ins,reg_n,samp_cyc,samp_ins,samp_n,samp_every,pmc_off,reg_drop,pinned
aesni256gcm_decrypt,Z,taintnop,4,84.318,1000,0,pmc,cntvct,0,0,0,0,87571,0,1025,4792,24001,16,64,1,0,9
aesni256gcm_decrypt,A,base,4,81.525,1000,0,pmc,cntvct,0,0,0,0,84774,0,1025,4799,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,4,92.667,1000,1,pmc,cntvct,0,0,0,0,96044,0,1025,5336,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,4,149.780,1000,0,pmc,cntvct,0,0,0,0,154322,0,1025,10242,24144,16,64,1,0,9
aesni256gcm_decrypt,P,taint,5,140.483,1000,0,pmc,cntvct,0,0,0,0,144857,0,1025,9663,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,5,84.499,1000,0,pmc,cntvct,0,0,0,0,87246,0,1025,4777,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,5,85.058,1000,0,pmc,cntvct,0,0,0,0,88686,0,1025,5079,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,5,93.834,1000,1,pmc,cntvct,0,0,0,0,97208,0,1025,4950,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,5,153.324,1000,0,pmc,cntvct,0,0,0,0,158204,0,1025,10267,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,5,89.224,1000,0,pmc,cntvct,0,0,0,0,92641,0,1025,4935,24224,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,6,82.426,1000,0,pmc,cntvct,0,0,0,0,85758,0,1025,4720,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,6,83.845,1000,0,pmc,cntvct,0,0,0,0,87259,0,1025,4773,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,6,94.168,1000,1,pmc,cntvct,0,0,0,0,99208,0,1025,5194,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,6,148.510,1000,0,pmc,cntvct,0,0,0,0,153469,0,1025,10286,24143,16,64,1,0,9
aesni256gcm_decrypt,T,base,6,87.860,1000,0,pmc,cntvct,0,0,0,0,91775,0,1025,4971,24228,16,64,1,0,9
aesni256gcm_decrypt,P,taint,6,140.223,1000,0,pmc,cntvct,0,0,0,0,144657,0,1025,9608,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,7,81.464,1000,0,pmc,cntvct,0,0,0,0,85176,0,1025,4877,23969,16,64,1,0,9
aesni256gcm_decrypt,C,base,7,93.453,1000,1,pmc,cntvct,0,0,0,0,97165,0,1025,5040,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,7,149.663,1000,0,pmc,cntvct,0,0,0,0,154623,0,1025,10307,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,7,89.650,1000,0,pmc,cntvct,0,0,0,0,93154,0,1025,5236,24225,16,64,1,0,9
aesni256gcm_decrypt,P,taint,7,140.123,1000,0,pmc,cntvct,0,0,0,0,144704,0,1025,9648,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,7,84.705,1000,0,pmc,cntvct,0,0,0,0,87630,0,1025,4776,24000,16,64,1,0,9
aesni256gcm_decrypt,C,base,8,93.353,1000,1,pmc,cntvct,0,0,0,0,96811,0,1025,5028,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,8,147.848,1000,0,pmc,cntvct,0,0,0,0,152554,0,1025,10186,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,8,87.607,1000,0,pmc,cntvct,0,0,0,0,90698,0,1025,5179,24225,16,64,1,0,9
aesni256gcm_decrypt,P,taint,8,141.725,1000,0,pmc,cntvct,0,0,0,0,146517,0,1025,9772,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,8,81.668,1000,0,pmc,cntvct,0,0,0,0,84921,0,1025,4890,24011,16,64,1,0,9
aesni256gcm_decrypt,A,base,8,85.192,1000,0,pmc,cntvct,0,0,0,0,88190,0,1025,4755,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,9,150.556,1000,0,pmc,cntvct,0,0,0,0,155140,0,1025,10341,24145,16,64,1,0,9
aesni256gcm_decrypt,T,base,9,88.755,1000,0,pmc,cntvct,0,0,0,0,92380,0,1025,4991,24223,16,64,1,0,9
aesni256gcm_decrypt,P,taint,9,139.542,1000,0,pmc,cntvct,0,0,0,0,143916,0,1025,9653,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,9,82.776,1000,0,pmc,cntvct,0,0,0,0,86237,0,1025,4662,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,9,86.213,1000,0,pmc,cntvct,0,0,0,0,89631,0,1025,4730,23969,16,64,1,0,9
aesni256gcm_decrypt,C,base,9,94.369,1000,1,pmc,cntvct,0,0,0,0,97995,0,1025,4884,23968,16,64,1,0,9
aesni256gcm_decrypt,T,base,10,89.738,1000,0,pmc,cntvct,0,0,0,0,92942,0,1025,4961,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,10,140.706,1000,0,pmc,cntvct,0,0,0,0,144956,0,1025,9695,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,10,83.388,1000,0,pmc,cntvct,0,0,0,0,86803,0,1025,4832,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,10,85.751,1000,0,pmc,cntvct,0,0,0,0,89015,0,1025,4809,23970,16,64,1,0,9
aesni256gcm_decrypt,C,base,10,93.200,1000,1,pmc,cntvct,0,0,0,0,96782,0,1025,5068,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,10,147.696,1000,0,pmc,cntvct,0,0,0,0,152404,0,1025,10233,24144,16,64,1,0,9
aesni256gcm_decrypt,P,taint,11,142.185,1000,0,pmc,cntvct,0,0,0,0,146516,0,1025,9707,24001,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,11,79.838,1000,0,pmc,cntvct,0,0,0,0,83187,0,1025,4753,24001,16,64,1,0,9
aesni256gcm_decrypt,A,base,11,85.815,1000,0,pmc,cntvct,0,0,0,0,88982,0,1025,4773,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,11,94.229,1000,1,pmc,cntvct,0,0,0,0,97898,0,1025,4911,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,11,150.931,1000,0,pmc,cntvct,0,0,0,0,155560,0,1025,10266,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,11,89.960,1000,0,pmc,cntvct,0,0,0,0,93457,0,1025,4984,24224,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,12,85.940,1000,0,pmc,cntvct,0,0,0,0,89858,0,1025,4972,24002,16,64,1,0,9
aesni256gcm_decrypt,A,base,12,85.121,1000,0,pmc,cntvct,0,0,0,0,88038,0,1025,4706,23969,16,64,1,0,9
aesni256gcm_decrypt,C,base,12,94.793,1000,1,pmc,cntvct,0,0,0,0,98417,0,1025,4964,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,12,148.258,1000,0,pmc,cntvct,0,0,0,0,153175,0,1025,10314,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,12,89.913,1000,0,pmc,cntvct,0,0,0,0,93183,0,1025,4921,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,12,140.922,1000,0,pmc,cntvct,0,0,0,0,146293,0,1025,9691,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,13,84.259,1000,0,pmc,cntvct,0,0,0,0,87509,0,1025,4770,23968,16,64,1,0,9
aesni256gcm_decrypt,C,base,13,93.376,1000,1,pmc,cntvct,0,0,0,0,96668,0,1025,5003,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,13,149.460,1000,0,pmc,cntvct,0,0,0,0,154294,0,1025,10290,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,13,89.085,1000,0,pmc,cntvct,0,0,0,0,92702,0,1025,5222,24225,16,64,1,0,9
aesni256gcm_decrypt,P,taint,13,139.885,1000,0,pmc,cntvct,0,0,0,0,144303,0,1025,9654,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,13,84.142,1000,0,pmc,cntvct,0,0,0,0,87273,0,1025,4762,24000,16,64,1,0,9
aesni256gcm_decrypt,C,base,14,94.016,1000,1,pmc,cntvct,0,0,0,0,97515,0,1025,5081,23969,16,64,1,0,9
aesni256gcm_decrypt,B,base,14,148.475,1000,0,pmc,cntvct,0,0,0,0,153311,0,1025,10277,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,14,90.047,1000,0,pmc,cntvct,0,0,0,0,93214,0,1025,4765,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,14,141.136,1000,0,pmc,cntvct,0,0,0,0,145593,0,1025,9733,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,14,84.773,1000,0,pmc,cntvct,0,0,0,0,88022,0,1025,4717,24000,16,64,1,0,9
aesni256gcm_decrypt,A,base,14,86.374,1000,0,pmc,cntvct,0,0,0,0,89547,0,1025,4765,23968,16,64,1,0,9
aesni256gcm_decrypt,B,base,15,147.972,1000,0,pmc,cntvct,0,0,0,0,152599,0,1025,10236,24144,16,64,1,0,9
aesni256gcm_decrypt,T,base,15,90.063,1000,0,pmc,cntvct,0,0,0,0,93434,0,1025,4959,24224,16,64,1,0,9
aesni256gcm_decrypt,P,taint,15,140.256,1000,0,pmc,cntvct,0,0,0,0,144547,0,1025,9572,24000,16,64,1,0,9
aesni256gcm_decrypt,Z,taintnop,15,83.721,1000,0,pmc,cntvct,0,0,0,0,87177,0,1025,4811,24001,16,64,1,0,9
aesni256gcm_decrypt,A,base,15,85.004,1000,0,pmc,cntvct,0,0,0,0,89081,0,1025,5008,23969,16,64,1,0,9
aesni256gcm_decrypt,C,base,15,93.036,1000,1,pmc,cntvct,0,0,0,0,96703,0,1025,4985,23968,16,64,1,0,9
argon2id,A,base,1,51760895.680,100,0,pmc,cntvct,0,0,0,0,6483109109,0,125,218575997,673849091,1,64,1,0,9
argon2id,C,base,1,52230331.520,100,1,pmc,cntvct,0,0,0,0,6529046969,0,125,223827785,677886117,1,64,1,0,9
argon2id,B,base,1,51429108.020,100,0,pmc,cntvct,0,0,0,0,6440401183,0,125,217469777,672040114,1,64,1,0,9
argon2id,T,base,1,51726390.380,100,0,pmc,cntvct,0,0,0,0,6445823138,0,125,218919976,674022816,1,64,1,0,9
argon2id,P,taint,1,51716686.290,100,0,pmc,cntvct,0,0,0,0,6456595808,0,125,217839929,674029316,1,64,1,0,9
argon2id,Z,taintnop,1,51411098.380,100,0,pmc,cntvct,0,0,0,0,6456564167,0,125,213408115,678215847,1,64,1,0,9
argon2id,C,base,2,51608200.980,100,1,pmc,cntvct,0,0,0,0,6440439516,0,125,224176254,681350099,1,64,1,0,9
argon2id,B,base,2,50149780.440,100,0,pmc,cntvct,0,0,0,0,6268125270,0,125,208924372,666674197,1,64,1,0,9
argon2id,T,base,2,50907292.790,100,0,pmc,cntvct,0,0,0,0,6360872481,0,125,210638902,667246929,1,64,1,0,9
argon2id,P,taint,2,51251991.740,100,0,pmc,cntvct,0,0,0,0,6400124586,0,125,212872385,667259872,1,64,1,0,9
argon2id,Z,taintnop,2,50473771.610,100,0,pmc,cntvct,0,0,0,0,6321929753,0,125,208867282,666873014,1,64,1,0,9
argon2id,A,base,2,50839876.120,100,0,pmc,cntvct,0,0,0,0,6350921971,0,125,213778347,667415479,1,64,1,0,9
argon2id,B,base,3,51038862.880,100,0,pmc,cntvct,0,0,0,0,6367395817,0,125,209918977,667019549,1,64,1,0,9
argon2id,T,base,3,50937317.690,100,0,pmc,cntvct,0,0,0,0,6367104567,0,125,210987920,667441327,1,64,1,0,9
argon2id,P,taint,3,50960748.170,100,0,pmc,cntvct,0,0,0,0,6364483763,0,125,213554326,667536135,1,64,1,0,9
argon2id,Z,taintnop,3,50985741.730,100,0,pmc,cntvct,0,0,0,0,6371562401,0,125,211019000,667482647,1,64,1,0,9
argon2id,A,base,3,50876146.920,100,0,pmc,cntvct,0,0,0,0,6359946089,0,125,207338314,666984228,1,64,1,0,9
argon2id,C,base,3,50920005.710,100,1,pmc,cntvct,0,0,0,0,6359779637,0,125,210713451,666921404,1,64,1,0,9
argon2id,T,base,4,51046351.870,100,0,pmc,cntvct,0,0,0,0,6382579537,0,125,211742326,666820433,1,64,1,0,9
argon2id,P,taint,4,51118040.240,100,0,pmc,cntvct,0,0,0,0,6392225575,0,125,211703976,667556850,1,64,1,0,9
argon2id,Z,taintnop,4,51376576.640,100,0,pmc,cntvct,0,0,0,0,6415764003,0,125,213449982,667111757,1,64,1,0,9
argon2id,A,base,4,51206770.470,100,0,pmc,cntvct,0,0,0,0,6396994505,0,125,209103796,667151678,1,64,1,0,9
argon2id,C,base,4,51282942.780,100,1,pmc,cntvct,0,0,0,0,6407709563,0,125,209209535,666950154,1,64,1,0,9
argon2id,B,base,4,51416981.640,100,0,pmc,cntvct,0,0,0,0,6428698282,0,125,210862888,667746011,1,64,1,0,9
argon2id,P,taint,5,51052257.330,100,0,pmc,cntvct,0,0,0,0,6381997633,0,125,207036414,666893164,1,64,1,0,9
argon2id,Z,taintnop,5,50981973.240,100,0,pmc,cntvct,0,0,0,0,6370874102,0,125,210975444,666502985,1,64,1,0,9
argon2id,A,base,5,51197369.410,100,0,pmc,cntvct,0,0,0,0,6398885973,0,125,210470477,667627715,1,64,1,0,9
argon2id,C,base,5,50908679.260,100,1,pmc,cntvct,0,0,0,0,6364127978,0,125,210962182,666973867,1,64,1,0,9
argon2id,B,base,5,51299595.950,100,0,pmc,cntvct,0,0,0,0,6411298442,0,125,210904283,667562068,1,64,1,0,9
argon2id,T,base,5,51281727.680,100,0,pmc,cntvct,0,0,0,0,6409309756,0,125,213530677,667586212,1,64,1,0,9
argon2id,Z,taintnop,6,51097746.670,100,0,pmc,cntvct,0,0,0,0,6383426481,0,125,210403827,666944890,1,64,1,0,9
argon2id,A,base,6,51233586.780,100,0,pmc,cntvct,0,0,0,0,6402982912,0,125,210931167,667622460,1,64,1,0,9
argon2id,C,base,6,51349107.770,100,1,pmc,cntvct,0,0,0,0,6419224482,0,125,209027385,667324552,1,64,1,0,9
argon2id,B,base,6,51207281.300,100,0,pmc,cntvct,0,0,0,0,6400256396,0,125,213783724,666999373,1,64,1,0,9
argon2id,T,base,6,51377920.740,100,0,pmc,cntvct,0,0,0,0,6421546986,0,125,210964510,667598867,1,64,1,0,9
argon2id,P,taint,6,51308622.620,100,0,pmc,cntvct,0,0,0,0,6429998261,0,125,209600469,667102689,1,64,1,0,9
argon2id,A,base,7,51299431.900,100,0,pmc,cntvct,0,0,0,0,6414947830,0,125,209767055,667064164,1,64,1,0,9
argon2id,C,base,7,51411616.920,100,1,pmc,cntvct,0,0,0,0,6425600019,0,125,207665075,667570584,1,64,1,0,9
argon2id,B,base,7,51838099.640,100,0,pmc,cntvct,0,0,0,0,6470191711,0,125,218822613,672174847,1,64,1,0,9
argon2id,T,base,7,52686322.770,100,0,pmc,cntvct,0,0,0,0,6580946672,0,125,213361341,678325067,1,64,1,0,9
argon2id,P,taint,7,52718046.210,100,0,pmc,cntvct,0,0,0,0,6594292927,0,125,220212613,683325611,1,64,1,0,9
argon2id,Z,taintnop,7,52156469.060,100,0,pmc,cntvct,0,0,0,0,6525800617,0,125,214338660,672921447,1,64,1,0,9
argon2id,C,base,8,52503019.170,100,1,pmc,cntvct,0,0,0,0,6566046255,0,125,214635631,676607810,1,64,1,0,9
argon2id,B,base,8,52445489.420,100,0,pmc,cntvct,0,0,0,0,6554925779,0,125,220295610,675490151,1,64,1,0,9
argon2id,T,base,8,52590516.490,100,0,pmc,cntvct,0,0,0,0,6564170108,0,125,215337567,681810012,1,64,1,0,9
argon2id,P,taint,8,52573634.380,100,0,pmc,cntvct,0,0,0,0,6559445269,0,125,214134985,675497224,1,64,1,0,9
argon2id,Z,taintnop,8,52865811.090,100,0,pmc,cntvct,0,0,0,0,6616467042,0,125,216848422,678465675,1,64,1,0,9
argon2id,A,base,8,52510914.820,100,0,pmc,cntvct,0,0,0,0,6564768027,0,125,222293558,677532661,1,64,1,0,9
argon2id,B,base,9,53413009.810,100,0,pmc,cntvct,0,0,0,0,6669950130,0,125,222321574,683152992,1,64,1,0,9
argon2id,T,base,9,52618462.770,100,0,pmc,cntvct,0,0,0,0,6589212639,0,125,212773566,674755931,1,64,1,0,9
argon2id,P,taint,9,52530435.500,100,0,pmc,cntvct,0,0,0,0,6563613698,0,125,211136059,671535648,1,64,1,0,9
argon2id,Z,taintnop,9,52828943.720,100,0,pmc,cntvct,0,0,0,0,6600346041,0,125,216115302,676307238,1,64,1,0,9
argon2id,A,base,9,52638931.990,100,0,pmc,cntvct,0,0,0,0,6581134009,0,125,213094554,674537852,1,64,1,0,9
argon2id,C,base,9,52753667.760,100,1,pmc,cntvct,0,0,0,0,6587963985,0,125,219509061,674998681,1,64,1,0,9
argon2id,T,base,10,52388792.240,100,0,pmc,cntvct,0,0,0,0,6548911227,0,125,214526896,675308619,1,64,1,0,9
argon2id,P,taint,10,53001770.910,100,0,pmc,cntvct,0,0,0,0,6626755800,0,125,216237527,678917355,1,64,1,0,9
argon2id,Z,taintnop,10,52696793.790,100,0,pmc,cntvct,0,0,0,0,6599072219,0,125,218746555,679862056,1,64,1,0,9
argon2id,A,base,10,52812039.420,100,0,pmc,cntvct,0,0,0,0,6599872374,0,125,220499830,677691751,1,64,1,0,9
argon2id,C,base,10,51799857.890,100,1,pmc,cntvct,0,0,0,0,6491149803,0,125,219597486,675197058,1,64,1,0,9
argon2id,B,base,10,51941693.450,100,0,pmc,cntvct,0,0,0,0,6474812284,0,125,221779500,677334650,1,64,1,0,9
argon2id,P,taint,11,50804839.500,100,0,pmc,cntvct,0,0,0,0,6343984339,0,125,206342090,667198185,1,64,1,0,9
argon2id,Z,taintnop,11,51261194.430,100,0,pmc,cntvct,0,0,0,0,6406474136,0,125,211024913,667033376,1,64,1,0,9
argon2id,A,base,11,51366850.480,100,0,pmc,cntvct,0,0,0,0,6418745942,0,125,0,0,0,64,1,0,9
argon2id,C,base,11,51261851.500,100,1,pmc,cntvct,0,0,0,0,6407552454,0,125,209844669,666976666,1,64,1,0,9
argon2id,B,base,11,51443819.240,100,0,pmc,cntvct,0,0,0,0,6430060151,0,125,216096318,667654493,1,64,1,0,9
argon2id,T,base,11,51264575.300,100,0,pmc,cntvct,0,0,0,0,6401781326,0,125,207619817,666962401,1,64,1,0,9
argon2id,Z,taintnop,12,51173617.530,100,0,pmc,cntvct,0,0,0,0,6398114932,0,125,209270939,667028522,1,64,1,0,9
argon2id,A,base,12,51413240.700,100,0,pmc,cntvct,0,0,0,0,6426343501,0,125,210034721,667583005,1,64,1,0,9
argon2id,C,base,12,51397226.940,100,1,pmc,cntvct,0,0,0,0,6429603603,0,125,207659392,666946857,1,64,1,0,9
argon2id,B,base,12,51318170.990,100,0,pmc,cntvct,0,0,0,0,6410089586,0,125,213596673,667067288,1,64,1,0,9
argon2id,T,base,12,51356263.170,100,0,pmc,cntvct,0,0,0,0,6420109310,0,125,211711971,667219684,1,64,1,0,9
argon2id,P,taint,12,51348553.880,100,0,pmc,cntvct,0,0,0,0,6419737795,0,125,208584338,667154778,1,64,1,0,9
argon2id,A,base,13,51384304.010,100,0,pmc,cntvct,0,0,0,0,6423339944,0,125,213414436,667591592,1,64,1,0,9
argon2id,C,base,13,51413677.800,100,1,pmc,cntvct,0,0,0,0,6425054088,0,125,210796727,667557726,1,64,1,0,9
argon2id,B,base,13,51418429.980,100,0,pmc,cntvct,0,0,0,0,6421943780,0,125,208084514,667448300,1,64,1,0,9
argon2id,T,base,13,51405858.350,100,0,pmc,cntvct,0,0,0,0,6426506015,0,125,210770869,667007727,1,64,1,0,9
argon2id,P,taint,13,51382000.410,100,0,pmc,cntvct,0,0,0,0,6421608366,0,125,209018083,666851698,1,64,1,0,9
argon2id,Z,taintnop,13,51484783.720,100,0,pmc,cntvct,0,0,0,0,6435601116,0,125,212337576,666967629,1,64,1,0,9
argon2id,C,base,14,51365010.500,100,1,pmc,cntvct,0,0,0,0,6417609333,0,125,211214502,666939422,1,64,1,0,9
argon2id,B,base,14,51375582.710,100,0,pmc,cntvct,0,0,0,0,6422957991,0,125,210156993,667561044,1,64,1,0,9
argon2id,T,base,14,51306371.180,100,0,pmc,cntvct,0,0,0,0,6415382766,0,125,210805386,666979618,1,64,1,0,9
argon2id,P,taint,14,51345079.410,100,0,pmc,cntvct,0,0,0,0,6420131721,0,125,208095293,667449089,1,64,1,0,9
argon2id,Z,taintnop,14,51462301.080,100,0,pmc,cntvct,0,0,0,0,6430170148,0,125,209892113,666914896,1,64,1,0,9
argon2id,A,base,14,51461126.060,100,0,pmc,cntvct,0,0,0,0,6432670370,0,125,213497365,667502406,1,64,1,0,9
argon2id,B,base,15,51489608.370,100,0,pmc,cntvct,0,0,0,0,6435015051,0,125,210840875,667259069,1,64,1,0,9
argon2id,T,base,15,51539504.690,100,0,pmc,cntvct,0,0,0,0,6438075972,0,125,211996058,666592830,1,64,1,0,9
argon2id,P,taint,15,51411236.310,100,0,pmc,cntvct,0,0,0,0,6425277821,0,125,209135712,667272400,1,64,1,0,9
argon2id,Z,taintnop,15,51324145.590,100,0,pmc,cntvct,0,0,0,0,6417278254,0,125,208546975,667200117,1,64,1,0,9
argon2id,A,base,15,51230726.630,100,0,pmc,cntvct,0,0,0,0,6400172102,0,125,0,0,0,64,1,0,9
argon2id,C,base,15,51312336.340,100,1,pmc,cntvct,0,0,0,0,6415660504,0,125,208166084,667301428,1,64,1,0,9
