benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,CoreMHz,X,fine,15,4415,
ditprobe,DitBit,X,fine,15,0,
ditprobe,Const,N,narrow,15,226,
ditprobe,Perm,N,narrow,15,680,
ditprobe,CoreMHz,N,narrow,15,4415,
ditprobe,DitBit,N,narrow,15,0,
ditprobe,Const,Z,nopsw,15,226,
ditprobe,Perm,Z,nopsw,15,680,
ditprobe,CoreMHz,Z,nopsw,15,4415,
ditprobe,DitBit,Z,nopsw,15,0,
ditprobe,Const,C,baseline,16,680,
ditprobe,Perm,C,baseline,16,681,
ditprobe,CoreMHz,C,baseline,16,4416,
ditprobe,DitBit,C,baseline,16,1,
ditprobe,Const,P,hardened,16,227,
ditprobe,Perm,P,hardened,16,679,
ditprobe,CoreMHz,P,hardened,16,4393,
ditprobe,DitBit,P,hardened,16,0,
ditprobe,Const,F,func,16,226,
ditprobe,Perm,F,func,16,679,
ditprobe,CoreMHz,F,func,16,4395,
ditprobe,DitBit,F,func,16,0,
ditprobe,Const,X,fine,16,226,
ditprobe,Perm,X,fine,16,680,
ditprobe,CoreMHz,X,fine,16,4395,
ditprobe,DitBit,X,fine,16,0,
ditprobe,Const,N,narrow,16,226,
ditprobe,Perm,N,narrow,16,681,
ditprobe,CoreMHz,N,narrow,16,4414,
ditprobe,DitBit,N,narrow,16,0,
ditprobe,Const,Z,nopsw,16,226,
ditprobe,Perm,Z,nopsw,16,680,
ditprobe,CoreMHz,Z,nopsw,16,4415,
ditprobe,DitBit,Z,nopsw,16,0,
ditprobe,Const,A,baseline,16,226,
ditprobe,Perm,A,baseline,16,680,
ditprobe,CoreMHz,A,baseline,16,4415,
ditprobe,DitBit,A,baseline,16,0,
ditprobe,Const,P,hardened,17,226,
ditprobe,Perm,P,hardened,17,680,
ditprobe,CoreMHz,P,hardened,17,4415,
ditprobe,DitBit,P,hardened,17,0,
ditprobe,Const,F,func,17,226,
ditprobe,Perm,F,func,17,681,
ditprobe,CoreMHz,F,func,17,4412,
ditprobe,DitBit,F,func,17,0,
ditprobe,Const,X,fine,17,226,
ditprobe,Perm,X,fine,17,681,
ditprobe,CoreMHz,X,fine,17,4415,
ditprobe,DitBit,X,fine,17,0,
ditprobe,Const,N,narrow,17,226,
ditprobe,Perm,N,narrow,17,680,
ditprobe,CoreMHz,N,narrow,17,4415,
ditprobe,DitBit,N,narrow,17,0,
ditprobe,Const,Z,nopsw,17,226,
ditprobe,Perm,Z,nopsw,17,680,
ditprobe,CoreMHz,Z,nopsw,17,4395,
ditprobe,DitBit,Z,nopsw,17,0,
ditprobe,Const,A,baseline,17,226,
ditprobe,Perm,A,baseline,17,681,
ditprobe,CoreMHz,A,baseline,17,4394,
ditprobe,DitBit,A,baseline,17,0,
ditprobe,Const,C,baseline,17,680,
ditprobe,Perm,C,baseline,17,680,
ditprobe,CoreMHz,C,baseline,17,4416,
ditprobe,DitBit,C,baseline,17,1,
ditprobe,Const,F,func,18,226,
ditprobe,Perm,F,func,18,680,
ditprobe,CoreMHz,F,func,18,4415,
ditprobe,DitBit,F,func,18,0,
ditprobe,Const,X,fine,18,226,
ditprobe,Perm,X,fine,18,680,
ditprobe,CoreMHz,X,fine,18,4415,
ditprobe,DitBit,X,fine,18,0,
ditprobe,Const,N,narrow,18,226,
ditprobe,Perm,N,narrow,18,680,
ditprobe,CoreMHz,N,narrow,18,4415,
ditprobe,DitBit,N,narrow,18,0,
ditprobe,Const,Z,nopsw,18,226,
ditprobe,Perm,Z,nopsw,18,680,
ditprobe,CoreMHz,Z,nopsw,18,4415,
ditprobe,DitBit,Z,nopsw,18,0,
ditprobe,Const,A,baseline,18,227,
ditprobe,Perm,A,baseline,18,680,
ditprobe,CoreMHz,A,baseline,18,4415,
ditprobe,DitBit,A,baseline,18,0,
ditprobe,Const,C,baseline,18,680,
ditprobe,Perm,C,baseline,18,680,
ditprobe,CoreMHz,C,baseline,18,4416,
ditprobe,DitBit,C,baseline,18,1,
ditprobe,Const,P,hardened,18,226,
ditprobe,Perm,P,hardened,18,680,
ditprobe,CoreMHz,P,hardened,18,4415,
ditprobe,DitBit,P,hardened,18,0,
ditprobe,Const,X,fine,19,227,
ditprobe,Perm,X,fine,19,680,
ditprobe,CoreMHz,X,fine,19,4415,
ditprobe,DitBit,X,fine,19,0,
ditprobe,Const,N,narrow,19,226,
ditprobe,Perm,N,narrow,19,680,
ditprobe,CoreMHz,N,narrow,19,4415,
ditprobe,DitBit,N,narrow,19,0,
ditprobe,Const,Z,nopsw,19,227,
ditprobe,Perm,Z,nopsw,19,682,
ditprobe,CoreMHz,Z,nopsw,19,4406,
ditprobe,DitBit,Z,nopsw,19,0,
ditprobe,Const,A,baseline,19,227,
ditprobe,Perm,A,baseline,19,682,
ditprobe,CoreMHz,A,baseline,19,4411,
ditprobe,DitBit,A,baseline,19,0,
ditprobe,Const,C,baseline,19,681,
ditprobe,Perm,C,baseline,19,683,
ditprobe,CoreMHz,C,baseline,19,4416,
ditprobe,DitBit,C,baseline,19,1,
ditprobe,Const,P,hardened,19,226,
ditprobe,Perm,P,hardened,19,680,
ditprobe,CoreMHz,P,hardened,19,4409,
ditprobe,DitBit,P,hardened,19,0,
ditprobe,Const,F,func,19,226,
ditprobe,Perm,F,func,19,680,
ditprobe,CoreMHz,F,func,19,4415,
ditprobe,DitBit,F,func,19,0,
ditprobe,Const,N,narrow,20,228,
ditprobe,Perm,N,narrow,20,680,
ditprobe,CoreMHz,N,narrow,20,4415,
ditprobe,DitBit,N,narrow,20,0,
ditprobe,Const,Z,nopsw,20,226,
ditprobe,Perm,Z,nopsw,20,680,
ditprobe,CoreMHz,Z,nopsw,20,4415,
ditprobe,DitBit,Z,nopsw,20,0,
ditprobe,Const,A,baseline,20,226,
ditprobe,Perm,A,baseline,20,680,
ditprobe,CoreMHz,A,baseline,20,4414,
ditprobe,DitBit,A,baseline,20,0,
ditprobe,Const,C,baseline,20,680,
ditprobe,Perm,C,baseline,20,680,
ditprobe,CoreMHz,C,baseline,20,4398,
ditprobe,DitBit,C,baseline,20,1,
ditprobe,Const,P,hardened,20,226,
ditprobe,Perm,P,hardened,20,680,
ditprobe,CoreMHz,P,hardened,20,4415,
ditprobe,DitBit,P,hardened,20,0,
ditprobe,Const,F,func,20,226,
ditprobe,Perm,F,func,20,680,
ditprobe,CoreMHz,F,func,20,4415,
ditprobe,DitBit,F,func,20,0,
ditprobe,Const,X,fine,20,226,
ditprobe,Perm,X,fine,20,680,
ditprobe,CoreMHz,X,fine,20,4415,
