benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,DitBit,C,baseline,15,1,
ditprobe,Const,P,hardened,15,217,
ditprobe,Perm,P,hardened,15,653,
ditprobe,CoreMHz,P,hardened,15,4599,
ditprobe,DitBit,P,hardened,15,0,
ditprobe,Const,F,func,15,218,
ditprobe,Perm,F,func,15,653,
ditprobe,CoreMHz,F,func,15,4596,
ditprobe,DitBit,F,func,15,0,
ditprobe,Const,X,fine,15,217,
ditprobe,Perm,X,fine,15,653,
ditprobe,CoreMHz,X,fine,15,4601,
ditprobe,DitBit,X,fine,15,0,
ditprobe,Const,N,narrow,15,218,
ditprobe,Perm,N,narrow,15,653,
ditprobe,CoreMHz,N,narrow,15,4587,
ditprobe,DitBit,N,narrow,15,0,
ditprobe,Const,Z,nopsw,15,218,
ditprobe,Perm,Z,nopsw,15,654,
ditprobe,CoreMHz,Z,nopsw,15,4598,
ditprobe,DitBit,Z,nopsw,15,0,
ditprobe,Const,C,baseline,16,653,
ditprobe,Perm,C,baseline,16,653,
ditprobe,CoreMHz,C,baseline,16,4598,
ditprobe,DitBit,C,baseline,16,1,
ditprobe,Const,P,hardened,16,217,
ditprobe,Perm,P,hardened,16,652,
ditprobe,CoreMHz,P,hardened,16,4581,
ditprobe,DitBit,P,hardened,16,0,
ditprobe,Const,F,func,16,217,
ditprobe,Perm,F,func,16,653,
ditprobe,CoreMHz,F,func,16,4581,
ditprobe,DitBit,F,func,16,0,
ditprobe,Const,X,fine,16,218,
ditprobe,Perm,X,fine,16,652,
ditprobe,CoreMHz,X,fine,16,4590,
ditprobe,DitBit,X,fine,16,0,
ditprobe,Const,N,narrow,16,218,
ditprobe,Perm,N,narrow,16,652,
ditprobe,CoreMHz,N,narrow,16,4581,
ditprobe,DitBit,N,narrow,16,0,
ditprobe,Const,Z,nopsw,16,218,
ditprobe,Perm,Z,nopsw,16,653,
ditprobe,CoreMHz,Z,nopsw,16,4590,
ditprobe,DitBit,Z,nopsw,16,0,
ditprobe,Const,A,baseline,16,217,
ditprobe,Perm,A,baseline,16,653,
ditprobe,CoreMHz,A,baseline,16,4583,
ditprobe,DitBit,A,baseline,16,0,
ditprobe,Const,P,hardened,17,217,
ditprobe,Perm,P,hardened,17,652,
ditprobe,CoreMHz,P,hardened,17,4589,
ditprobe,DitBit,P,hardened,17,0,
ditprobe,Const,F,func,17,217,
ditprobe,Perm,F,func,17,653,
ditprobe,CoreMHz,F,func,17,4577,
ditprobe,DitBit,F,func,17,0,
ditprobe,Const,X,fine,17,217,
ditprobe,Perm,X,fine,17,653,
ditprobe,CoreMHz,X,fine,17,4593,
ditprobe,DitBit,X,fine,17,0,
ditprobe,Const,N,narrow,17,217,
ditprobe,Perm,N,narrow,17,652,
ditprobe,CoreMHz,N,narrow,17,4590,
ditprobe,DitBit,N,narrow,17,0,
ditprobe,Const,Z,nopsw,17,217,
ditprobe,Perm,Z,nopsw,17,652,
ditprobe,CoreMHz,Z,nopsw,17,4603,
ditprobe,DitBit,Z,nopsw,17,0,
ditprobe,Const,A,baseline,17,234,
ditprobe,Perm,A,baseline,17,702,
ditprobe,CoreMHz,A,baseline,17,4306,
ditprobe,DitBit,A,baseline,17,0,
ditprobe,Const,C,baseline,17,653,
ditprobe,Perm,C,baseline,17,651,
ditprobe,CoreMHz,C,baseline,17,4604,
ditprobe,DitBit,C,baseline,17,1,
ditprobe,Const,F,func,18,217,
ditprobe,Perm,F,func,18,652,
ditprobe,CoreMHz,F,func,18,4590,
ditprobe,DitBit,F,func,18,0,
ditprobe,Const,X,fine,18,217,
